State,Year,Month,Region,TotalHiredSeasonal,Mexican,HiredWorkers,Local,Intrastate,Interstate,TotalForeign
MN,1972,9.0,4.0,,,,,,,
MN,1974,4.0,4.0,,,,,,,
MN,1957,9.0,4.0,12943.0,384.0,,3166.0,93.0,879.0,658.0
MN,1966,12.0,4.0,,,,,,,
MN,1966,2.0,4.0,,,,,,,
MN,1975,1.0,4.0,,,,,,,
MN,1956,6.0,4.0,9294.0,316.0,,3060.0,149.0,5299.0,361.0
MN,1949,10.0,4.0,,,241000.0,,,,
MN,1961,6.0,4.0,9177.0,0.0,,3708.0,93.0,5376.0,0.0
MN,1947,3.0,4.0,,,,,,,
MN,1962,7.0,4.0,12263.0,0.0,377000.0,6709.0,101.0,5453.0,0.0
MN,1958,5.0,4.0,,,,,,,
MN,1961,4.0,4.0,,,105000.0,,,,
MN,1952,7.0,4.0,,,397000.0,,,,
MN,1958,10.0,4.0,5824.0,122.0,313000.0,3128.0,287.0,381.0,122.0
MN,1960,4.0,4.0,,,101000.0,,,,
MN,1946,12.0,4.0,,5.0,,,,,5.0
MN,1961,10.0,4.0,7714.0,34.0,243000.0,5880.0,1109.0,691.0,34.0
MN,1971,7.0,4.0,,,245000.0,4752.0,2733.0,875.0,
MN,1965,1.0,4.0,,,58000.0,,,,
MN,1953,11.0,4.0,,,,,,,
MN,1970,8.0,4.0,,,,1908.0,20.0,90.0,
MN,1970,3.0,,,,,,,,
MN,1958,9.0,4.0,10973.0,119.0,,2897.0,111.0,578.0,266.0
MN,1971,5.0,4.0,,,,1814.0,175.0,425.0,
MN,1956,5.0,4.0,2629.0,0.0,,2270.0,19.0,340.0,0.0
MN,1967,12.0,,,,,,,,
MN,1947,8.0,4.0,,1649.0,,,,,1649.0
MN,1962,1.0,4.0,,,71000.0,,,,
MN,1972,10.0,4.0,,,152000.0,,,,
MN,1948,1.0,4.0,,,171000.0,,,,
MN,1945,2.0,4.0,,6.0,,,,,
MN,1959,9.0,4.0,5075.0,84.0,,3433.0,750.0,808.0,84.0
MN,1946,7.0,4.0,,1088.0,314000.0,,,,1228.0
MN,1959,5.0,,,,,,,,
MN,1962,2.0,,,,,,,,
MN,1964,8.0,4.0,3798.0,0.0,,3545.0,30.0,223.0,0.0
MN,1964,4.0,4.0,,,76000.0,,,,
MN,1972,6.0,4.0,,,,,,,
MN,1944,10.0,4.0,,433.0,323000.0,,,,
MN,1945,3.0,4.0,,6.0,,,,,
MN,1958,3.0,,,,,,,,
MN,1947,9.0,4.0,,1028.0,,,,,1028.0
MN,1967,1.0,4.0,,,60000.0,,,,
MN,1951,7.0,4.0,,,355000.0,,,,
MN,1954,1.0,4.0,,,104000.0,,,,
MN,1961,12.0,,,,,,,,
MN,1944,4.0,4.0,,,188000.0,,,,
MN,1958,7.0,4.0,13857.0,139.0,300000.0,5320.0,265.0,4852.0,185.0
MN,1956,7.0,4.0,14729.0,275.0,290000.0,5572.0,384.0,4640.0,677.0
MN,1967,11.0,,,,,,,,
MN,1973,11.0,,,,,,,,
MN,1963,1.0,4.0,,,78000.0,,,,
MN,1945,11.0,4.0,,5.0,,,,,9.0
MN,1964,9.0,4.0,3954.0,0.0,,3487.0,69.0,398.0,0.0
MN,1943,5.0,4.0,,,,,,,
MN,1953,10.0,4.0,,,329000.0,,,,
MN,1955,5.0,4.0,3490.0,0.0,,2473.0,41.0,976.0,0.0
MN,1953,5.0,4.0,,,,,,,
MN,1943,7.0,4.0,,,358000.0,,,,
MN,1964,2.0,4.0,,,,,,,
MN,1952,10.0,4.0,,,322000.0,,,,
MN,1953,7.0,4.0,,,447000.0,,,,
MN,1963,11.0,4.0,1953.0,3.0,,1915.0,30.0,5.0,3.0
MN,1969,6.0,4.0,8226.0,,,2745.0,23.0,5458.0,0.0
MN,1962,4.0,4.0,,,102000.0,,,,
MN,1972,3.0,4.0,,,,,,,
MN,1969,5.0,4.0,,,,,,,
MN,1945,10.0,4.0,,1006.0,235000.0,,,,2573.0
MN,1965,4.0,4.0,,,70000.0,,,,
MN,1972,5.0,4.0,,,,,,,
MN,1970,7.0,4.0,,,224000.0,2635.0,74.0,5566.0,
MN,1959,6.0,4.0,9186.0,40.0,,4111.0,224.0,4811.0,40.0
MN,1963,8.0,4.0,4503.0,0.0,,4028.0,66.0,319.0,90.0
MN,1966,11.0,4.0,875.0,,,848.0,19.0,8.0,0.0
MN,1946,1.0,4.0,,,133000.0,,,,1.0
MN,1958,11.0,4.0,3878.0,17.0,,2023.0,85.0,4.0,17.0
MN,1966,1.0,4.0,,,61000.0,,,,
MN,1954,9.0,4.0,14369.0,133.0,,4329.0,539.0,809.0,885.0
MN,1945,1.0,4.0,,5.0,164000.0,,,,
MN,1949,4.0,4.0,,,156000.0,,,,
MN,1969,7.0,4.0,,,188000.0,4150.0,9.0,2460.0,
MN,1969,8.0,4.0,,,,3097.0,11.0,147.0,
MN,1968,12.0,4.0,,,,,,,
MN,1946,11.0,4.0,,18.0,,,,,18.0
MN,1958,4.0,4.0,,,112000.0,,,,
MN,1972,4.0,4.0,,,70000.0,,,,
MN,1961,1.0,4.0,,,79000.0,,,,
MN,1959,12.0,4.0,,,,,,,
MN,1944,2.0,4.0,,,,,,,
MN,1943,9.0,4.0,,,,,,,
MN,1957,6.0,4.0,8728.0,323.0,,2748.0,190.0,5467.0,323.0
MN,1953,6.0,4.0,9393.0,1407.0,,3639.0,74.0,4273.0,
MN,1970,12.0,4.0,,,,,,,
MN,1961,11.0,4.0,880.0,0.0,,833.0,34.0,13.0,0.0
MN,1958,12.0,4.0,,,,,,,
MN,1962,11.0,4.0,1109.0,0.0,,1084.0,25.0,0.0,0.0
MN,1961,2.0,,,,,,,,
MN,1955,7.0,4.0,16669.0,170.0,311000.0,7805.0,347.0,4696.0,453.0
MN,1972,8.0,4.0,,,,,,,
MN,1960,3.0,,,,,,,,
MN,1971,9.0,4.0,2241.0,,,2091.0,92.0,58.0,0.0
MN,1960,2.0,,,,,,,,
MN,1945,4.0,4.0,,,177000.0,,,,
MN,1968,7.0,4.0,,,232000.0,4376.0,8.0,6106.0,
MN,1955,6.0,4.0,12504.0,207.0,,3738.0,212.0,5228.0,452.0
MN,1973,3.0,4.0,,,,,,,
MN,1954,8.0,4.0,10000.0,138.0,,3037.0,96.0,1100.0,825.0
MN,1966,4.0,4.0,,,78000.0,,,,
MN,1967,6.0,4.0,8199.0,,,2605.0,15.0,5579.0,0.0
MN,1972,1.0,4.0,,,54000.0,,,,
MN,1968,4.0,4.0,,,68000.0,,,,
MN,1970,9.0,4.0,2347.0,,,2239.0,17.0,91.0,0.0
MN,1971,8.0,4.0,1908.0,,,1749.0,91.0,68.0,0.0
MN,1947,11.0,4.0,,10.0,,,,,10.0
MN,1947,12.0,4.0,,,,,,,73.0
MN,1973,9.0,,,,,,,,
MN,1951,10.0,4.0,,,328000.0,,,,
MN,1959,4.0,4.0,,,124000.0,,,,
MN,1946,10.0,4.0,,1576.0,260000.0,,,,1576.0
MN,1965,9.0,4.0,3182.0,0.0,,2843.0,34.0,305.0,0.0
MN,1953,9.0,4.0,15906.0,165.0,,10503.0,628.0,600.0,213.0
MN,1970,4.0,4.0,,,61000.0,,,,
MN,1973,7.0,4.0,,,243000.0,4650.0,130.0,25.0,
MN,1957,12.0,,,,,,,,
MN,1973,8.0,,,,,,,,
MN,1957,1.0,4.0,,,91000.0,,,,
MN,1964,11.0,4.0,1822.0,0.0,,1798.0,24.0,0.0,0.0
MN,1960,9.0,4.0,3833.0,86.0,,2838.0,355.0,441.0,199.0
MN,1957,10.0,4.0,9497.0,134.0,296000.0,4583.0,1287.0,961.0,134.0
MN,1970,1.0,4.0,,,45000.0,,,,
MN,1962,5.0,4.0,3170.0,0.0,,2606.0,42.0,522.0,0.0
MN,1971,1.0,4.0,,,44000.0,,,,
MN,1964,5.0,4.0,2631.0,0.0,,2218.0,31.0,382.0,0.0
MN,1968,9.0,4.0,,,,3924.0,33.0,119.0,
MN,1948,10.0,4.0,,,304000.0,,,,
MN,1970,2.0,,,,,,,,
MN,1967,4.0,4.0,,,86000.0,,,,
MN,1969,12.0,4.0,,,,,,,
MN,1971,4.0,4.0,,,63000.0,,,,
MN,1961,9.0,4.0,3693.0,41.0,,3146.0,80.0,294.0,173.0
MN,1967,9.0,4.0,3294.0,,,3065.0,41.0,188.0,0.0
MN,1971,6.0,4.0,,,,4564.0,136.0,1145.0,
MN,1972,7.0,4.0,,,240000.0,,,,
MN,1944,11.0,4.0,,17.0,,,,,
MN,1955,9.0,4.0,4534.0,83.0,,2056.0,119.0,979.0,174.0
MN,1950,7.0,4.0,,,447000.0,,,,
MN,1961,8.0,4.0,4073.0,0.0,,3696.0,20.0,217.0,140.0
MN,1963,6.0,4.0,9111.0,0.0,,3879.0,63.0,5169.0,0.0
MN,1943,11.0,4.0,,,,,,,
MN,1965,7.0,4.0,8952.0,0.0,308000.0,4496.0,49.0,4407.0,0.0
MN,1970,6.0,4.0,3579.0,,,1409.0,94.0,2076.0,0.0
MN,1970,5.0,4.0,2223.0,,,1193.0,60.0,970.0,0.0
MN,1954,11.0,4.0,,51.0,,1218.0,24.0,62.0,
MN,1960,6.0,4.0,7145.0,34.0,,2559.0,22.0,4530.0,34.0
MN,1944,1.0,4.0,,,183000.0,,,,
MN,1962,3.0,,,,,,,,
MN,1946,6.0,4.0,,1393.0,,,,,2033.0
MN,1951,4.0,4.0,,,141000.0,,,,
MN,1957,4.0,4.0,,,105000.0,,,,
MN,1964,7.0,4.0,11690.0,0.0,316000.0,5736.0,38.0,5916.0,0.0
MN,1973,4.0,4.0,,,71000.0,,,,
MN,1956,11.0,4.0,587.0,25.0,,558.0,0.0,4.0,25.0
MN,1968,8.0,4.0,,,,3519.0,6.0,182.0,
MN,1942,1.0,4.0,,,253000.0,,,,
MN,1971,2.0,4.0,,,,,,,
MN,1955,1.0,4.0,,,106000.0,,,,
MN,1949,7.0,4.0,,,446000.0,,,,
MN,1968,6.0,4.0,,,,2778.0,80.0,6240.0,
MN,1948,7.0,4.0,,,304000.0,,,,
MN,1956,9.0,4.0,10235.0,119.0,,3372.0,205.0,837.0,240.0
MN,1967,7.0,4.0,9524.0,,208000.0,3819.0,50.0,5655.0,0.0
MN,1954,5.0,4.0,3349.0,0.0,,1982.0,93.0,1274.0,0.0
MN,1945,8.0,4.0,,1377.0,,,,,2389.0
MN,1942,7.0,4.0,,,197000.0,,,,
MN,1946,4.0,4.0,,,172000.0,,,,1.0
MN,1961,5.0,4.0,2636.0,0.0,,2402.0,65.0,169.0,0.0
MN,1959,11.0,4.0,840.0,4.0,,772.0,56.0,8.0,4.0
MN,1944,5.0,4.0,,,,,,,
MN,1944,9.0,4.0,,877.0,,,,,
MN,1963,2.0,4.0,,,,,,,
MN,1962,9.0,4.0,3612.0,39.0,,3132.0,71.0,239.0,170.0
MN,1952,4.0,4.0,,,135000.0,,,,
MN,1969,10.0,4.0,2256.0,,150000.0,2419.0,47.0,90.0,0.0
MN,1956,1.0,4.0,,,102000.0,,,,
MN,1958,2.0,,,,,,,,
MN,1943,8.0,4.0,,381.0,,,,,
MN,1957,5.0,4.0,,,,,,,
MN,1968,1.0,4.0,,,51000.0,,,,
MN,1964,3.0,4.0,,,,,,,
MN,1943,1.0,4.0,,,183000.0,,,,
MN,1945,5.0,4.0,,119.0,,,,,289.0
MN,1967,3.0,4.0,,,,,,,
MN,1957,11.0,4.0,3073.0,3.0,,1521.0,240.0,0.0,3.0
MN,1974,7.0,4.0,,,,,,,
MN,1963,7.0,4.0,10761.0,0.0,355000.0,6196.0,50.0,4515.0,0.0
MN,1946,5.0,4.0,,444.0,,,,,499.0
MN,1969,3.0,4.0,,,,,,,
MN,1962,8.0,4.0,3541.0,10.0,,3308.0,36.0,187.0,10.0
MN,1973,6.0,4.0,,,,2485.0,35.0,565.0,
MN,1965,6.0,4.0,6411.0,0.0,,3015.0,159.0,3237.0,0.0
MN,1959,8.0,4.0,3836.0,120.0,,3087.0,27.0,415.0,307.0
MN,1969,9.0,4.0,3385.0,,,3269.0,25.0,91.0,0.0
MN,1973,12.0,,,,,,,,
MN,1968,3.0,4.0,,,,,,,
MN,1961,7.0,4.0,10211.0,0.0,377000.0,6553.0,190.0,3468.0,0.0
MN,1962,12.0,4.0,,,,,,,
MN,1944,8.0,4.0,,850.0,,,,,
MN,1971,12.0,4.0,,,,,,,
MN,1947,4.0,4.0,,,178000.0,,,,
MN,1969,11.0,4.0,1827.0,,,1786.0,41.0,0.0,0.0
MN,1965,11.0,4.0,1728.0,0.0,,1711.0,5.0,12.0,0.0
MN,1945,12.0,4.0,,,,,,,4.0
MN,1945,6.0,4.0,,1639.0,,,,,2938.0
MN,1955,11.0,4.0,2525.0,23.0,,672.0,8.0,0.0,23.0
MN,1960,11.0,4.0,1196.0,0.0,,1178.0,18.0,0.0,0.0
MN,1947,2.0,4.0,,,,,,,
MN,1943,12.0,4.0,,,,,,,
MN,1963,12.0,4.0,,,,,,,
MN,1964,6.0,4.0,9514.0,0.0,,3410.0,82.0,6022.0,0.0
MN,1967,2.0,4.0,,,,,,,
MN,1968,11.0,4.0,2481.0,,,2478.0,0.0,3.0,0.0
MN,1965,3.0,4.0,,,,,,,
MN,1943,6.0,4.0,,,,,,,
MN,1964,10.0,4.0,6977.0,14.0,197000.0,5198.0,724.0,1041.0,14.0
MN,1950,10.0,4.0,,,369000.0,,,,
MN,1942,10.0,4.0,,,354000.0,,,,
MN,1973,10.0,4.0,,,154000.0,,,,
MN,1959,7.0,4.0,11068.0,40.0,355000.0,7027.0,240.0,3761.0,40.0
MN,1958,1.0,4.0,,,109000.0,,,,
MN,1960,5.0,4.0,2456.0,0.0,,2111.0,24.0,321.0,0.0
MN,1964,1.0,4.0,,,61000.0,,,,
MN,1956,10.0,4.0,7632.0,100.0,283000.0,3628.0,596.0,950.0,100.0
MN,1954,4.0,4.0,,0.0,128000.0,98.0,0.0,0.0,
MN,1971,10.0,4.0,3445.0,,167000.0,2918.0,126.0,401.0,0.0
MN,1963,10.0,4.0,6741.0,38.0,250000.0,5230.0,614.0,859.0,38.0
MN,1952,1.0,4.0,,,94000.0,,,,
MN,1954,7.0,4.0,17073.0,246.0,367000.0,5881.0,158.0,6857.0,965.0
MN,1947,7.0,4.0,,2013.0,295000.0,,,,2013.0
MN,1966,3.0,4.0,,,,,,,
MN,1946,3.0,4.0,,,,,,,1.0
MN,1969,1.0,4.0,,,47000.0,,,,
MN,1959,3.0,,,,,,,,
MN,1962,10.0,4.0,6567.0,39.0,279000.0,5021.0,940.0,567.0,39.0
MN,1965,10.0,4.0,5873.0,0.0,176000.0,4504.0,950.0,419.0,0.0
MS,1961,3.0,,,,,,,,
MS,1944,6.0,6.0,,,,,,,
MS,1965,10.0,6.0,39441.0,0.0,251000.0,39421.0,20.0,0.0,0.0
MS,1955,8.0,6.0,,,,,,,
MS,1964,8.0,6.0,7292.0,0.0,,7292.0,0.0,0.0,0.0
MS,1960,6.0,6.0,38876.0,0.0,,38836.0,5.0,35.0,0.0
MS,1969,1.0,6.0,,,46000.0,,,,
MS,1956,11.0,6.0,7872.0,0.0,,7548.0,225.0,99.0,0.0
MS,1961,9.0,6.0,11233.0,0.0,,11233.0,0.0,0.0,0.0
MS,1959,11.0,6.0,16616.0,0.0,,15726.0,848.0,42.0,0.0
MS,1967,9.0,6.0,,,,,,,
MS,1962,2.0,,,,,,,,
MS,1953,10.0,6.0,,,454000.0,,,,
MS,1949,4.0,6.0,,,321000.0,,,,
MS,1959,10.0,6.0,,,418000.0,,,,
MS,1972,12.0,6.0,,,,,,,
MS,1962,12.0,6.0,397.0,0.0,,199.0,198.0,0.0,0.0
MS,1945,7.0,6.0,,,215000.0,,,,2728.0
MS,1947,3.0,6.0,,,,,,,
MS,1972,4.0,6.0,,,81000.0,,,,
MS,1973,8.0,,,,,,,,
MS,1954,11.0,6.0,10528.0,0.0,,10477.0,51.0,0.0,0.0
MS,1947,6.0,6.0,,,,,,,
MS,1952,10.0,6.0,,,833000.0,,,,
MS,1956,1.0,6.0,,,118000.0,,,,
MS,1961,12.0,,,,,,,,
MS,1943,1.0,6.0,,,163000.0,,,,
MS,1957,11.0,6.0,14891.0,0.0,,12285.0,1465.0,1141.0,0.0
MS,1962,8.0,6.0,,,,,,,
MS,1967,1.0,6.0,720.0,,68000.0,720.0,0.0,0.0,0.0
MS,1958,12.0,6.0,8291.0,0.0,,7691.0,80.0,520.0,0.0
MS,1962,1.0,6.0,,,69000.0,,,,
MS,1968,6.0,6.0,,,,9624.0,0.0,0.0,
MS,1967,8.0,6.0,,,,,,,
MS,1961,6.0,6.0,29415.0,0.0,,28884.0,529.0,2.0,0.0
MS,1955,10.0,6.0,,,429000.0,,,,
MS,1961,5.0,6.0,,,,,,,
MS,1952,7.0,6.0,,,379000.0,,,,
MS,1954,1.0,6.0,,,102000.0,,,,
MS,1960,2.0,,,,,,,,
MS,1958,10.0,6.0,20720.0,0.0,371000.0,19577.0,1024.0,119.0,0.0
MS,1963,2.0,6.0,,,,,,,
MS,1953,6.0,6.0,,,,,,,
MS,1945,8.0,6.0,,,,,,,2653.0
MS,1969,12.0,6.0,,,,,,,
MS,1965,12.0,6.0,,,,,,,
MS,1973,1.0,6.0,,,34000.0,,,,
MS,1958,9.0,6.0,4242.0,0.0,,4242.0,0.0,0.0,0.0
MS,1959,6.0,6.0,23994.0,0.0,,23939.0,35.0,20.0,0.0
MS,1946,12.0,6.0,,,,,,,
MS,1956,5.0,6.0,2863.0,0.0,,2863.0,0.0,0.0,0.0
MS,1956,4.0,6.0,,,147000.0,,,,
MS,1965,11.0,6.0,10556.0,0.0,,10556.0,0.0,0.0,0.0
MS,1943,5.0,6.0,,,,,,,
MS,1957,6.0,6.0,,,,,,,
MS,1960,7.0,6.0,19542.0,0.0,237000.0,19512.0,30.0,0.0,0.0
MS,1961,8.0,6.0,27142.0,0.0,,26319.0,823.0,0.0,0.0
MS,1954,8.0,6.0,,,,,,,
MS,1972,6.0,6.0,,,,,,,
MS,1956,7.0,6.0,4054.0,0.0,262000.0,4054.0,0.0,0.0,0.0
MS,1958,2.0,,,,,,,,
MS,1948,10.0,6.0,,,342000.0,,,,
MS,1953,7.0,6.0,,,436000.0,,,,
MS,1960,12.0,,,,,,,,
MS,1958,3.0,,,,,,,,
MS,1942,1.0,6.0,,,149000.0,,,,
MS,1953,8.0,6.0,,,,,,,
MS,1964,1.0,6.0,317.0,0.0,63000.0,22.0,295.0,0.0,0.0
MS,1943,11.0,6.0,,,,,,,
MS,1970,1.0,6.0,,,39000.0,,,,
MS,1963,3.0,6.0,,,,,,,
MS,1970,10.0,6.0,,,178000.0,,,,
MS,1945,10.0,6.0,,,291000.0,,,,231.0
MS,1957,4.0,6.0,,,142000.0,,,,
MS,1969,10.0,6.0,,,171000.0,,,,
MS,1946,3.0,6.0,,,,,,,
MS,1964,2.0,6.0,930.0,0.0,,498.0,432.0,0.0,0.0
MS,1973,10.0,6.0,,,126000.0,,,,
MS,1953,1.0,6.0,,,99000.0,,,,
MS,1966,12.0,6.0,,,,,,,
MS,1971,10.0,6.0,,,156000.0,,,,
MS,1967,5.0,6.0,,,,,,,
MS,1954,5.0,6.0,4010.0,0.0,,3924.0,31.0,55.0,0.0
MS,1946,10.0,6.0,,,301000.0,,,,
MS,1966,8.0,6.0,,,,,,,
MS,1969,7.0,6.0,,,130000.0,13511.0,0.0,0.0,
MS,1972,8.0,6.0,,,,,,,
MS,1955,9.0,6.0,20997.0,0.0,,18691.0,2259.0,47.0,0.0
MS,1954,9.0,6.0,21091.0,0.0,,20011.0,1030.0,50.0,0.0
MS,1950,4.0,6.0,,,318000.0,,,,
MS,1968,9.0,6.0,,,,,,,
MS,1968,7.0,6.0,,,181000.0,10001.0,0.0,0.0,
MS,1972,9.0,6.0,,,,,,,
MS,1946,11.0,6.0,,,,,,,
MS,1970,11.0,6.0,,,,,,,
MS,1970,8.0,6.0,,,,2075.0,0.0,0.0,
MS,1962,4.0,6.0,,,127000.0,,,,
MS,1963,5.0,6.0,27147.0,0.0,,26876.0,271.0,0.0,0.0
MS,1957,5.0,6.0,,,,,,,
MS,1966,1.0,6.0,,,61000.0,,,,
MS,1943,10.0,6.0,,,389000.0,,,,
MS,1970,4.0,6.0,,,77000.0,,,,
MS,1960,3.0,,,,,,,,
MS,1971,12.0,6.0,,,,,,,
MS,1945,9.0,6.0,,,,,,,3578.0
MS,1956,10.0,6.0,21210.0,0.0,459000.0,20007.0,1033.0,170.0,0.0
MS,1944,2.0,6.0,,,,,,,
MS,1964,12.0,6.0,1212.0,0.0,,1212.0,0.0,0.0,0.0
MS,1972,1.0,6.0,,,45000.0,,,,
MS,1957,8.0,6.0,,,,,,,
MS,1953,5.0,6.0,0.0,0.0,,0.0,0.0,0.0,
MS,1971,6.0,6.0,,,,,,,
MS,1960,1.0,6.0,,,52000.0,,,,
MS,1955,6.0,6.0,10521.0,0.0,,10085.0,436.0,0.0,0.0
MS,1969,2.0,6.0,,,,,,,
MS,1945,4.0,6.0,,,160000.0,,,,
MS,1974,10.0,6.0,,,,,,,
MS,1961,11.0,6.0,17122.0,0.0,,16721.0,263.0,138.0,0.0
MS,1965,4.0,6.0,,,104000.0,,,,
MS,1968,2.0,6.0,,,,,,,
MS,1970,7.0,6.0,,,158000.0,10761.0,0.0,0.0,
MS,1969,3.0,6.0,,,,,,,
MS,1944,5.0,6.0,,,,,,,
MS,1947,2.0,6.0,,,,,,,
MS,1960,11.0,6.0,22376.0,0.0,,21363.0,900.0,113.0,0.0
MS,1948,7.0,6.0,,,196000.0,,,,
MS,1970,5.0,6.0,,,,,,,
MS,1944,12.0,6.0,,,,,,,
MS,1947,11.0,6.0,,,,,,,
MS,1963,7.0,6.0,26612.0,0.0,251000.0,24807.0,1805.0,0.0,0.0
MS,1955,5.0,6.0,3767.0,0.0,,3677.0,90.0,0.0,0.0
MS,1971,4.0,6.0,,,83000.0,,,,
MS,1943,8.0,6.0,,,,,,,
MS,1958,11.0,6.0,18025.0,0.0,,16702.0,1190.0,133.0,0.0
MS,1949,7.0,6.0,,,399000.0,,,,
MS,1951,7.0,6.0,,,389000.0,,,,
MS,1967,2.0,6.0,660.0,,,660.0,0.0,0.0,0.0
MS,1954,10.0,6.0,17856.0,0.0,461000.0,17384.0,472.0,0.0,0.0
MS,1952,1.0,6.0,,,87000.0,,,,
MS,1947,4.0,6.0,,,150000.0,,,,
MS,1962,10.0,6.0,41770.0,0.0,387000.0,40633.0,1137.0,0.0,0.0
MS,1959,1.0,6.0,,,63000.0,,,,
MS,1966,3.0,6.0,,,,,,,
MS,1962,6.0,6.0,30665.0,0.0,,29386.0,1247.0,32.0,0.0
MS,1972,5.0,6.0,,,,,,,
MS,1953,4.0,6.0,,,345000.0,,,,
MS,1959,9.0,6.0,23252.0,0.0,,23093.0,159.0,0.0,0.0
MS,1947,9.0,6.0,,,,,,,
MS,1973,6.0,6.0,,,,,,,
MS,1954,7.0,6.0,1669.0,0.0,273000.0,1669.0,0.0,0.0,0.0
MS,1947,1.0,6.0,,,152000.0,,,,
MS,1959,7.0,6.0,6449.0,0.0,236000.0,6449.0,0.0,0.0,0.0
MS,1962,9.0,6.0,48041.0,0.0,,46977.0,1064.0,0.0,0.0
MS,1942,4.0,6.0,,,225000.0,,,,
MS,1944,4.0,6.0,,,183000.0,,,,
MS,1945,11.0,6.0,,,,,,,6030.0
MS,1956,9.0,6.0,21817.0,0.0,,20246.0,702.0,869.0,0.0
MS,1970,3.0,,,,,,,,
MS,1963,6.0,6.0,31938.0,0.0,,31669.0,269.0,0.0,0.0
MS,1959,5.0,,,,,,,,
MS,1943,6.0,6.0,,,,,,,
MS,1944,11.0,6.0,,,,,,,
MS,1943,12.0,6.0,,,,,,,
MS,1967,7.0,6.0,6999.0,,189000.0,6999.0,0.0,0.0,0.0
MS,1944,7.0,6.0,,,234000.0,,,,
MS,1946,5.0,6.0,,,,,,,
MS,1964,11.0,6.0,26243.0,0.0,,26243.0,0.0,0.0,0.0
MS,1948,1.0,6.0,,,132000.0,,,,
MS,1971,5.0,6.0,,,,,,,
MS,1943,4.0,6.0,,,217000.0,,,,
MS,1965,7.0,6.0,26370.0,0.0,245000.0,26370.0,0.0,0.0,0.0
MS,1972,2.0,6.0,,,,,,,
MS,1963,11.0,6.0,12235.0,0.0,,11725.0,510.0,0.0,0.0
MS,1947,5.0,6.0,,0.0,,,,,0.0
MS,1956,6.0,6.0,9955.0,0.0,,9740.0,215.0,0.0,0.0
MS,1967,6.0,6.0,9740.0,,,9740.0,0.0,0.0,0.0
MS,1945,2.0,6.0,,,,,,,
MS,1963,9.0,6.0,47248.0,0.0,,46716.0,532.0,0.0,0.0
MS,1973,9.0,,,,,,,,
MS,1953,11.0,6.0,9481.0,0.0,,9424.0,12.0,45.0,0.0
MS,1950,10.0,6.0,,,800000.0,,,,
MS,1964,4.0,6.0,,,123000.0,,,,
MS,1968,1.0,6.0,,,57000.0,,,,
MS,1965,6.0,6.0,36380.0,0.0,,36380.0,0.0,0.0,0.0
MS,1947,10.0,6.0,,,331000.0,,,,
MS,1958,1.0,6.0,,,101000.0,,,,
MS,1945,6.0,6.0,,,,,,,2949.0
MS,1961,10.0,6.0,35494.0,0.0,405000.0,34711.0,359.0,424.0,0.0
MS,1973,12.0,,,,,,,,
MS,1968,12.0,6.0,,,,,,,
MS,1954,4.0,6.0,,,169000.0,,,,
MS,1955,7.0,6.0,4014.0,0.0,265000.0,3894.0,120.0,0.0,0.0
MS,1971,1.0,6.0,,,36000.0,,,,
MS,1971,8.0,6.0,1550.0,,,1550.0,0.0,0.0,0.0
MS,1944,10.0,6.0,,,391000.0,,,,
MS,1968,4.0,6.0,,,91000.0,,,,
MS,1970,9.0,6.0,,,,,,,
MS,1945,12.0,6.0,,,,,,,2134.0
MS,1974,7.0,6.0,,,,,,,
MS,1963,10.0,6.0,53423.0,0.0,410000.0,52749.0,674.0,0.0,0.0
MS,1946,9.0,6.0,,,,,,,
MS,1966,11.0,6.0,12732.0,,,12732.0,0.0,0.0,0.0
MS,1963,8.0,6.0,13308.0,0.0,,13032.0,276.0,0.0,0.0
MS,1946,7.0,6.0,,,214000.0,,,,
MS,1945,5.0,6.0,,,,,,,2636.0
MS,1972,11.0,6.0,,,,,,,
MS,1958,5.0,6.0,,,,,,,
MS,1973,4.0,6.0,,,78000.0,,,,
MS,1964,7.0,6.0,30466.0,0.0,274000.0,30466.0,0.0,0.0,0.0
MS,1969,6.0,6.0,13358.0,,,13358.0,0.0,0.0,0.0
MS,1967,12.0,,,,,,,,
MS,1945,1.0,6.0,,,159000.0,,,,
MS,1953,9.0,6.0,,,,,,,
MS,1949,10.0,6.0,,,584000.0,,,,
MS,1961,7.0,6.0,31013.0,0.0,239000.0,30481.0,532.0,0.0,0.0
MS,1958,4.0,6.0,,,131000.0,,,,
MS,1955,11.0,6.0,9166.0,0.0,,7218.0,1848.0,100.0,0.0
MS,1957,7.0,6.0,15896.0,0.0,262000.0,14889.0,166.0,841.0,0.0
MS,1965,2.0,6.0,1454.0,0.0,,1454.0,0.0,0.0,0.0
MS,1954,6.0,6.0,13764.0,0.0,,13644.0,31.0,89.0,0.0
MS,1961,2.0,,,,,,,,
MS,1973,3.0,6.0,,,,,,,
MS,1957,9.0,6.0,13799.0,0.0,,13336.0,288.0,175.0,0.0
MS,1942,10.0,6.0,,,447000.0,,,,
MS,1959,12.0,6.0,1634.0,0.0,,1634.0,0.0,0.0,0.0
MS,1962,11.0,6.0,6263.0,0.0,,5695.0,568.0,0.0,0.0
MS,1968,5.0,6.0,,,,,,,
MS,1958,6.0,6.0,13662.0,0.0,,13279.0,143.0,240.0,0.0
MS,1966,4.0,6.0,,,113000.0,,,,
